<hgeokg/resource/266034046>	<hgeokg/schema/addrHousenumber>	addrHousenumber-217
<hgeokg/resource/1487449793>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/266170759>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163631696>
<hgeokg/resource/266149334>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Theatre>
<hgeokg/resource/643414350>	<hgeokg/schema/facebook>	facebook-hardrockcafenewyork
<hgeokg/resource/5341456177>	<hgeokg/schema/routeRef>	routeRef-M20;M104
<hgeokg/resource/163629929>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/803137436>
<hgeokg/resource/157835453>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/569345544>
<hgeokg/resource/484012802>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/5825512054>
<hgeokg/resource/266149332>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170756>
<hgeokg/resource/657134182>	<Point_transport-Adjacent-Polygon_landuse>	<hgeokg/resource/4708888897>
<hgeokg/resource/266149299>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149302>
<hgeokg/resource/46695596>	<hgeokg/schema/railwayTrackRef>	railwayTrackRef-4
<hgeokg/resource/266149332>	<hgeokg/schema/contactTwitter>	contactTwitter-SardisNYC
<hgeokg/resource/266170534>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/226041026>
<hgeokg/resource/266149330>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/657134182>	<Line_railway-Intersect-Polygon_landuse>	<hgeokg/resource/46695596>
<hgeokg/resource/226041025>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/137716320>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/7172247185>
<hgeokg/resource/2717293880>	<http://www.w3.org/2000/01/rdf-schema#label>	John's Pizzeria
<hgeokg/resource/682360553>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/266034046>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/569345543>
<hgeokg/resource/525428785>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/3679396691>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/157835453>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149298>
<hgeokg/resource/42496352>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/817036020>
<hgeokg/resource/2717543654>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/5987980586>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266033991>
<hgeokg/resource/137716320>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/823979087>
<hgeokg/resource/823979090>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2678466842>
<hgeokg/resource/823979090>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/397795464>
<hgeokg/resource/484012802>	<hgeokg/schema/electrified>	electrified-rail
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/3974095816>
<hgeokg/resource/484012802>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/643414350>
<hgeokg/resource/702540318>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/266170536>	<hgeokg/schema/wikipedia>	wikipedia-en:Hotel Metropole (New York City)
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795464>
<hgeokg/resource/167922072>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/3679396691>
<hgeokg/resource/763650163>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5172045822>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149304>
<hgeokg/resource/266149334>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/7613305940>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/823979090>
<hgeokg/resource/2774949526>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/682360553>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266034050>
<hgeokg/resource/167922072>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/702540318>
<hgeokg/resource/5172045822>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/823979090>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/6501259685>
<hgeokg/resource/266034080>	<Polygon_buildings-Contain-Point_pois>	<hgeokg/resource/1426275725>
<hgeokg/resource/2717293822>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4213575394>
<hgeokg/resource/4661316591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170759>
<hgeokg/resource/597937477>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/4231956390>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1752822408>
<hgeokg/resource/1751769863>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/194926851>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795464>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149328>
<hgeokg/resource/2676979157>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/3576199>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095816>
<hgeokg/resource/266170757>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4661316591>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/4757137103>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/4708888897>
<hgeokg/resource/817036020>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/4350615591>	<hgeokg/schema/outdoorSeating>	outdoorSeating-yes
<hgeokg/resource/525428785>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/569345543>
<hgeokg/resource/763650163>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/803137436>	<hgeokg/schema/level>	level--2
<hgeokg/resource/823979089>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/823979090>
<hgeokg/resource/4447034701>	<hgeokg/schema/nameEn>	nameEn-Virgil's Real BBQ
<hgeokg/resource/266170825>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/46695596>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/3398576793>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/823979090>	<hgeokg/schema/electrified>	electrified-rail
<hgeokg/resource/266149329>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2722857810>
<hgeokg/resource/397795463>	<hgeokg/schema/maxspeed>	maxspeed-25 mph
<hgeokg/resource/266170757>	<hgeokg/schema/addrHousenumber>	addrHousenumber-132
<hgeokg/resource/2716231259>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/4708892893>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/FastFood>
<hgeokg/resource/2717293880>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3398576793>
<hgeokg/resource/5172045822>	<hgeokg/schema/addrHousenumber>	addrHousenumber-220
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149328>
<hgeokg/resource/569345543>	<hgeokg/schema/cyclewayLeft>	cyclewayLeft-shared_lane
<hgeokg/resource/266149332>	<hgeokg/schema/height>	height-41.1
<hgeokg/resource/266149332>	<hgeokg/schema/addrHousenumber>	addrHousenumber-234
<hgeokg/resource/6262714386>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095816>
<hgeokg/resource/397795464>	<hgeokg/schema/cyclewayLeft>	cyclewayLeft-track
<hgeokg/resource/823979089>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/266149336>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1751769863>
<hgeokg/resource/682360553>	<hgeokg/schema/tigerReviewed>	tigerReviewed-no
<hgeokg/resource/266170759>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4661316591>
<hgeokg/resource/484012802>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/226041025>
<hgeokg/resource/266170835>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/266170766>
<hgeokg/resource/266149299>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149330>
<hgeokg/resource/569345543>	<hgeokg/schema/oneway>	oneway-yes
<hgeokg/resource/525729008>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5825512054>
<hgeokg/resource/5341456858>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/3398576793>
<hgeokg/resource/1751769863>	<http://www.w3.org/2000/01/rdf-schema#label>	NY Gift Shop
<hgeokg/resource/266170755>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345542>
<hgeokg/resource/719086615>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266149336>
<hgeokg/resource/266034046>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/1426276157>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/MobilePhone>
<hgeokg/resource/194926851>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149324>
<hgeokg/resource/2716231113>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231259>
<hgeokg/resource/6262714386>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/266149298>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149329>
<hgeokg/resource/819626511>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/525729008>
<hgeokg/resource/266149324>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4213575394>
<hgeokg/resource/368051649>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/266170825>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Polygon>
<hgeokg/resource/2716231115>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2178743034>
<hgeokg/resource/266149345>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149330>
<hgeokg/resource/266033991>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/3679391773>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276157>
<hgeokg/resource/484012802>	<hgeokg/schema/voltage>	voltage-625
<hgeokg/resource/2717293822>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/2722857810>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149302>
<hgeokg/resource/397795464>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1426276530>
<hgeokg/resource/1487449793>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/2717293822>	<http://www.w3.org/2000/01/rdf-schema#label>	Sammy's House Of BBQ
<hgeokg/resource/803137436>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426275725>
<hgeokg/resource/823979090>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/5825512054>
<hgeokg/resource/2611782753>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170760>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266033991>
<hgeokg/resource/266149324>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149345>
<hgeokg/resource/2611782760>	<hgeokg/schema/brand>	brand-Starbucks
<hgeokg/resource/266170825>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1426275725>
<hgeokg/resource/1426250385>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/266034080>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1426250385>
<hgeokg/resource/525428785>	<hgeokg/schema/railwayTrackRef>	railwayTrackRef-2
<hgeokg/resource/3974095816>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095815>
<hgeokg/resource/477374247>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/167922072>
<hgeokg/resource/42496352>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170757>
<hgeokg/resource/4708892893>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231115>
<hgeokg/resource/266170751>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170835>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/682360553>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/163474780>
<hgeokg/resource/823979089>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/368051649>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170835>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2610440256>
<hgeokg/resource/260180778>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163631696>
<hgeokg/resource/2611782760>	<hgeokg/schema/internetAccessFee>	internetAccessFee-no
<hgeokg/resource/4757137104>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/420494981>
<hgeokg/resource/525729008>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/4708892893>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/420494981>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/260180778>
<hgeokg/resource/266149329>	<hgeokg/schema/addrHousenumber>	addrHousenumber-239
<hgeokg/resource/813741990>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/420494981>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034047>
<hgeokg/resource/682360554>	<hgeokg/schema/wikipedia>	wikipedia-en:Seventh Avenue (Manhattan)
<hgeokg/resource/719086615>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2178743034>
<hgeokg/resource/4708892893>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266033991>
<hgeokg/resource/368051649>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4447034701>
<hgeokg/resource/5987980586>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149300>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6501259685>
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/3398576793>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293880>
<hgeokg/resource/2611782753>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170766>
<hgeokg/resource/137716320>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/823979089>
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293880>
<hgeokg/resource/1752822408>	<hgeokg/schema/wikipedia>	wikipedia-en:Minskoff Theatre
<hgeokg/resource/266170759>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/420494981>
<hgeokg/resource/266149300>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/2717293824>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/260180778>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1000000
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/817036020>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/823979090>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426275725>
<hgeokg/resource/3922485803>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/266149332>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163631696>
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170536>
<hgeokg/resource/266170764>	<hgeokg/schema/website>	website-https://www.thechatwalny.com
<hgeokg/resource/266149299>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4858838221>
<hgeokg/resource/803137436>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/5825512054>
<hgeokg/resource/682360553>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/4316345593>
<hgeokg/resource/2678466842>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4385240481>
<hgeokg/resource/819626511>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149304>
<hgeokg/resource/3974095816>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/2774949526>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170755>
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/1426276530>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2610440256>
<hgeokg/resource/226041026>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/266149329>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149365>
<hgeokg/resource/4757137104>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/420494981>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/163631696>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/266149373>	<hgeokg/schema/website>	website-https://www.paramountbuilding.com
<hgeokg/resource/702540318>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Square>
<hgeokg/resource/4231956390>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231259>
<hgeokg/resource/397795463>	<hgeokg/schema/surface>	surface-asphalt
<hgeokg/resource/5341456858>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/PublicTransportPlatform>
<hgeokg/resource/477374247>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/682360554>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979089>
<hgeokg/resource/823979089>	<hgeokg/schema/gauge>	gauge-1435
<hgeokg/resource/167922072>	<http://www.w3.org/2000/01/rdf-schema#label>	West 42nd Street
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795464>
<hgeokg/resource/266149345>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/763650163>
<hgeokg/resource/266170800>	<hgeokg/schema/height>	height-49.3
<hgeokg/resource/46695596>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2717543654>
<hgeokg/resource/266170544>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/525729008>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Primary>
<hgeokg/resource/157835453>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/477374247>
<hgeokg/resource/4231956390>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/ShopBakery>
<hgeokg/resource/823979089>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/569345544>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2678466841>
<hgeokg/resource/157835453>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/682360554>
<hgeokg/resource/266034047>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/2678466842>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/226041026>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/266170534>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/260180778>
<hgeokg/resource/266170764>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6133822485>
<hgeokg/resource/823979090>	<hgeokg/schema/gauge>	gauge-1435
<hgeokg/resource/4755575515>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/266149332>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5671182>
<hgeokg/resource/266170544>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/368051649>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
